ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-05-25,695.7827437042279,616.8959816394967,738.3746877088108,695.7827437042279,695.7827437042279,-20.47303445155547,-20.47303445155547,-20.47303445155547,-0.14411885724455112,-0.14411885724455112,-0.14411885724455112,-20.328915594310917,-20.328915594310917,-20.328915594310917,0.0,0.0,0.0,675.3097092526724
2021-05-26,696.9535899037407,616.0627115352459,738.0565422653907,696.9535899037407,696.9535899037407,-20.07492037048034,-20.07492037048034,-20.07492037048034,0.00703780528241671,0.00703780528241671,0.00703780528241671,-20.081958175762757,-20.081958175762757,-20.081958175762757,0.0,0.0,0.0,676.8786695332604
2021-05-27,698.1244361032542,615.4455418794478,743.0336212547556,698.1244361032542,698.1244361032542,-20.573113426711355,-20.573113426711355,-20.573113426711355,-0.7764225259028101,-0.7764225259028101,-0.7764225259028101,-19.796690900808542,-19.796690900808542,-19.796690900808542,0.0,0.0,0.0,677.5513226765429
2021-05-28,699.2952823027676,616.4334826047659,741.5239773758688,699.2952823027676,699.2952823027676,-21.076251567516206,-21.076251567516206,-21.076251567516206,-1.5915505664935734,-1.5915505664935734,-1.5915505664935734,-19.484701001022632,-19.484701001022632,-19.484701001022632,0.0,0.0,0.0,678.2190307352514
2021-06-01,703.9786671008202,616.984674016042,745.075973798378,703.9786671008202,703.9786671008202,-18.33416516527503,-18.33416516527503,-18.33416516527503,-0.1441188572437679,-0.1441188572437679,-0.1441188572437679,-18.190046308031263,-18.190046308031263,-18.190046308031263,0.0,0.0,0.0,685.6445019355451
2021-06-02,705.1495133003336,628.6491922259108,750.5033916647385,705.1495133003336,705.1495133003336,-17.895777652742268,-17.895777652742268,-17.895777652742268,0.007037805281564289,0.007037805281564289,0.007037805281564289,-17.902815458023834,-17.902815458023834,-17.902815458023834,0.0,0.0,0.0,687.2537356475914
2021-06-03,706.3203594998471,624.7456753169947,751.2453512543312,706.3203594998471,706.3203594998471,-18.421561634922234,-18.421561634922234,-18.421561634922234,-0.7764225259049069,-0.7764225259049069,-0.7764225259049069,-17.64513910901733,-17.64513910901733,-17.64513910901733,0.0,0.0,0.0,687.8987978649249
2021-06-04,707.49120569936,628.1792819755603,748.9330617295349,707.49120569936,707.49120569936,-19.01336635057871,-19.01336635057871,-19.01336635057871,-1.591550566492648,-1.591550566492648,-1.591550566492648,-17.421815784086064,-17.421815784086064,-17.421815784086064,0.0,0.0,0.0,688.4778393487812
2021-06-07,711.0037442978996,631.9858482369,758.0519813001752,711.0037442978996,711.0037442978996,-16.888962569749676,-16.888962569749676,-16.888962569749676,0.09055894211997019,0.09055894211997019,0.09055894211997019,-16.979521511869645,-16.979521511869645,-16.979521511869645,0.0,0.0,0.0,694.11478172815
2021-06-08,712.1745904974131,632.7296431294806,760.9112292617028,712.1745904974131,712.1745904974131,-17.050386280373427,-17.050386280373427,-17.050386280373427,-0.14411885724520354,-0.14411885724520354,-0.14411885724520354,-16.906267423128224,-16.906267423128224,-16.906267423128224,0.0,0.0,0.0,695.1242042170396
